sample_id,reception_id,sample_point,sample_timestamp,water_content_pct,oil_content_pct,solids_content_pct,density_15c_kg_m3,viscosity_40c_cst,viscosity_100c_cst,flash_point_c,pour_point_c,sulfur_total_pct,ash_content_pct,carbon_residue_pct,vanadium_ppm,nickel_ppm,iron_ppm,sodium_ppm,aluminum_silicon_ppm,chloride_ppm,acid_number_mg_koh_g,calorific_value_gross_mj_kg,calorific_value_net_mj_kg,pcb_ppm,btex_ppm,h2s_ppm,emulsion_layer_pct,particle_size_d50_micron
LAB-MLT-2022-00014,REC-MLT-2022-00004,Solids Output,2022-01-05 05:29:46,5.58,8.26,86.16,1271.9,,,,-9.6,0.0587,2.537,6.72,4.4,1.5,143.8,28316.7,53.9,185.9,3.346,3.43,3.13,0.0393,49.17,82.14,2.3,1.2
LAB-HAM-2022-00024,REC-HAM-2022-00007,Inlet,2022-01-03 20:59:52,88.73,9.68,1.59,1015.1,44.0,6.59,38.5,6.2,0.3049,2.954,10.68,14.2,6.0,99.3,23529.2,79.8,451.7,4.735,4.19,3.93,0.0838,26.44,23.07,2.5,14.2
LAB-HAM-2022-00025,REC-HAM-2022-00007,Mid-Process,2022-01-05 07:59:52,84.62,14.82,0.56,981.9,29.98,5.29,36.6,6.2,0.3049,2.954,10.68,14.2,6.0,99.3,23529.2,79.8,451.7,4.735,6.13,5.85,0.0838,26.44,23.07,2.5,14.2
LAB-HAM-2022-00026,REC-HAM-2022-00007,Oil Output,2022-01-04 03:59:52,2.49,97.76,0.01,880.1,23.94,4.64,53.1,6.2,0.2439,1.772,10.68,12.8,5.4,49.6,2352.9,23.9,22.6,4.735,41.98,39.09,0.0838,26.44,2.31,0.2,14.2
LAB-HAM-2022-00027,REC-HAM-2022-00007,Water Output,2022-01-04 04:59:52,99.95,0.04,0.01,1006.2,3.71,1.45,,6.2,0.3049,2.954,10.68,14.2,6.0,99.3,23529.2,79.8,451.7,4.735,0.02,0.02,0.0838,26.44,23.07,2.5,14.2
LAB-PIR-2022-00037,REC-PIR-2022-00011,Inlet,2022-01-03 13:00:57,14.04,20.24,65.72,1144.0,10917.25,128.43,130.6,0.9,2.1887,2.579,5.15,171.7,47.6,422.7,126.9,23.1,492.6,2.324,8.56,8.17,0.044,10.42,26.93,2.4,138.5
LAB-PIR-2022-00038,REC-PIR-2022-00011,Mid-Process,2022-01-04 01:00:57,0.72,56.09,43.19,1143.7,5510.34,89.63,124.1,0.9,2.1887,2.579,5.15,171.7,47.6,422.7,126.9,23.1,492.6,2.324,23.19,22.0,0.044,10.42,26.93,2.4,138.5
LAB-PIR-2022-00039,REC-PIR-2022-00011,Oil Output,2022-01-04 22:00:57,1.86,93.45,4.69,919.5,12.64,3.17,99.0,0.9,1.751,1.547,5.15,154.5,42.8,211.3,12.7,6.9,24.6,2.324,40.62,38.22,0.044,10.42,2.69,0.2,138.5
LAB-PIR-2022-00040,REC-PIR-2022-00012,Inlet,2022-01-04 23:26:25,91.95,5.56,2.49,1009.5,11.82,3.05,64.2,8.7,3.8116,1.159,3.13,214.5,87.7,95.9,26751.6,69.1,449.9,4.433,2.3,2.14,0.0329,4.44,70.16,2.6,30.9
LAB-PIR-2022-00041,REC-PIR-2022-00012,Mid-Process,2022-01-05 08:26:25,77.02,22.97,0.01,971.1,5.76,1.95,61.0,8.7,3.8116,1.159,3.13,214.5,87.7,95.9,26751.6,69.1,449.9,4.433,9.33,8.92,0.0329,4.44,70.16,2.6,30.9
LAB-PIR-2022-00042,REC-PIR-2022-00012,Oil Output,2022-01-04 22:26:25,0.62,92.74,6.64,912.5,57.29,7.65,46.2,8.7,3.0493,0.695,3.13,193.1,78.9,48.0,2675.2,20.7,22.5,4.433,39.76,37.41,0.0329,4.44,7.02,0.3,30.9
LAB-PIR-2022-00043,REC-PIR-2022-00013,Inlet,2022-01-04 11:26:25,90.9,4.61,4.49,1034.1,38.73,6.13,34.5,0.2,0.0981,0.315,3.29,2.8,0.7,369.2,15560.5,50.7,416.0,4.145,2.0,1.92,0.0948,35.91,114.79,8.0,13.5
LAB-PIR-2022-00044,REC-PIR-2022-00013,Mid-Process,2022-01-05 05:26:25,80.68,17.39,1.93,995.8,19.65,4.13,32.8,0.2,0.0981,0.315,3.29,2.8,0.7,369.2,15560.5,50.7,416.0,4.145,7.1,6.8,0.0948,35.91,114.79,8.0,13.5
LAB-PIR-2022-00045,REC-PIR-2022-00013,Oil Output,2022-01-05 01:26:25,0.21,98.46,1.33,913.8,10.39,2.82,48.6,0.2,0.0785,0.189,3.29,2.5,0.6,184.6,1556.1,15.2,20.8,4.145,42.27,39.98,0.0948,35.91,11.48,0.8,13.5
LAB-PIR-2022-00046,REC-PIR-2022-00014,Inlet,2022-01-05 17:33:06,98.95,0.39,0.66,1022.4,35.3,5.81,44.2,19.7,3.9738,2.421,17.26,249.1,75.5,102.4,12331.9,26.6,15478.1,2.308,0.16,0.15,0.0626,29.66,48.24,7.3,10.8
LAB-PIR-2022-00047,REC-PIR-2022-00014,Mid-Process,2022-01-04 14:33:06,92.56,7.43,0.01,999.4,20.66,4.26,42.0,19.7,3.9738,2.421,17.26,249.1,75.5,102.4,12331.9,26.6,15478.1,2.308,2.98,2.77,0.0626,29.66,48.24,7.3,10.8
LAB-PIR-2022-00048,REC-PIR-2022-00014,Oil Output,2022-01-04 19:33:06,0.78,94.27,4.95,858.6,40.19,6.26,51.3,19.7,3.179,1.453,17.26,224.2,68.0,51.2,1233.2,8.0,773.9,2.308,38.98,37.0,0.0626,29.66,4.82,0.7,10.8
LAB-HAM-2022-00028,REC-HAM-2022-00008,Inlet,2022-01-05 01:43:56,92.24,5.35,2.41,1004.9,16.56,3.73,49.8,23.9,2.8992,2.326,6.35,398.4,143.3,494.2,15359.1,58.1,57.2,0.331,2.14,2.02,0.0583,45.34,192.01,9.7,28.5
LAB-HAM-2022-00029,REC-HAM-2022-00008,Mid-Process,2022-01-04 06:43:56,86.44,12.6,0.96,1004.9,6.73,2.15,47.3,23.9,2.8992,2.326,6.35,398.4,143.3,494.2,15359.1,58.1,57.2,0.331,5.06,4.84,0.0583,45.34,192.01,9.7,28.5
LAB-HAM-2022-00030,REC-HAM-2022-00008,Oil Output,2022-01-04 09:43:56,1.45,94.57,3.98,840.3,17.11,3.81,42.2,23.9,2.3194,1.396,6.35,358.6,129.0,247.1,1535.9,17.4,2.9,0.331,40.76,37.98,0.0583,45.34,19.2,1.0,28.5
LAB-HAM-2022-00031,REC-HAM-2022-00009,Inlet,2022-01-05 13:56:25,42.52,54.88,2.6,942.9,443.0,23.5,135.9,0.6,0.22,2.317,7.42,2.6,1.0,412.6,200.6,64.5,402.3,3.75,23.6,22.13,0.0576,11.5,43.13,22.9,14.8
LAB-HAM-2022-00032,REC-HAM-2022-00009,Mid-Process,2022-01-04 22:56:25,35.48,63.68,0.84,926.6,284.6,18.51,129.1,0.6,0.22,2.317,7.42,2.6,1.0,412.6,200.6,64.5,402.3,3.75,26.95,25.33,0.0576,11.5,43.13,22.9,14.8
LAB-HAM-2022-00033,REC-HAM-2022-00009,Oil Output,2022-01-05 20:56:25,2.68,98.53,0.01,869.8,40.04,6.25,108.4,0.6,0.176,1.39,7.42,2.3,0.9,206.3,20.1,19.3,20.1,3.75,41.76,39.69,0.0576,11.5,4.31,2.3,14.8
LAB-HAM-2022-00034,REC-HAM-2022-00009,Water Output,2022-01-04 19:56:25,99.99,0.0,0.01,1020.7,3.31,0.79,,0.6,0.22,2.317,7.42,2.6,1.0,412.6,200.6,64.5,402.3,3.75,0.0,0.0,0.0576,11.5,43.13,22.9,14.8
LAB-MLT-2022-00015,REC-MLT-2022-00005,Inlet,2022-01-04 09:56:03,18.61,63.1,18.29,997.4,14464.4,148.89,198.3,29.2,4.4166,1.369,12.21,333.0,78.7,400.1,277.6,5.5,479.6,2.856,27.53,26.37,0.0781,45.16,167.65,57.9,132.7
LAB-MLT-2022-00016,REC-MLT-2022-00005,Mid-Process,2022-01-06 06:56:03,9.16,74.91,15.93,929.9,7974.45,108.88,188.4,29.2,4.4166,1.369,12.21,333.0,78.7,400.1,277.6,5.5,479.6,2.856,31.23,29.55,0.0781,45.16,167.65,57.9,132.7
LAB-MLT-2022-00017,REC-MLT-2022-00005,Oil Output,2022-01-04 18:56:03,2.11,95.34,2.55,885.1,53.94,7.4,183.7,29.2,3.5333,0.821,12.21,299.7,70.8,200.1,27.8,1.6,24.0,2.856,39.32,36.75,0.0781,45.16,16.77,5.8,132.7
LAB-MLT-2022-00018,REC-MLT-2022-00005,Solids Output,2022-01-05 00:56:03,19.8,7.39,72.81,1222.3,,,,29.2,4.4166,1.369,12.21,333.0,78.7,400.1,277.6,5.5,479.6,2.856,3.15,2.77,0.0781,45.16,167.65,57.9,132.7
LAB-GIB-2022-00019,REC-GIB-2022-00006,Inlet,2022-01-05 09:49:18,91.2,6.89,1.91,1017.9,47.79,6.91,49.4,6.8,0.079,1.252,9.01,2.4,0.6,122.6,11640.4,10.7,316.3,0.911,2.99,2.85,0.0893,23.18,104.5,6.2,17.3
LAB-GIB-2022-00020,REC-GIB-2022-00006,Mid-Process,2022-01-06 09:49:18,86.6,12.64,0.76,1005.8,24.97,4.76,46.9,6.8,0.079,1.252,9.01,2.4,0.6,122.6,11640.4,10.7,316.3,0.911,5.19,4.89,0.0893,23.18,104.5,6.2,17.3
LAB-GIB-2022-00021,REC-GIB-2022-00006,Oil Output,2022-01-05 23:49:18,0.23,96.58,3.19,924.4,13.9,3.36,97.0,6.8,0.0632,0.751,9.01,2.2,0.5,61.3,1164.0,3.2,15.8,0.911,40.28,38.3,0.0893,23.18,10.45,0.6,17.3
LAB-MLT-2022-00019,REC-MLT-2022-00006,Inlet,2022-01-05 17:47:06,88.97,9.91,1.12,997.7,36.8,5.95,53.4,-13.7,3.7096,0.581,11.07,495.7,137.0,462.3,20806.5,70.9,7330.0,3.881,4.04,3.86,0.0046,16.54,79.72,8.6,31.4
LAB-MLT-2022-00020,REC-MLT-2022-00006,Mid-Process,2022-01-06 14:47:06,75.37,24.62,0.01,963.9,16.13,3.67,50.7,-13.7,3.7096,0.581,11.07,495.7,137.0,462.3,20806.5,70.9,7330.0,3.881,10.17,9.7,0.0046,16.54,79.72,8.6,31.4
LAB-MLT-2022-00021,REC-MLT-2022-00006,Oil Output,2022-01-06 00:47:06,1.97,92.08,5.95,892.0,39.24,6.17,42.1,-13.7,2.9677,0.349,11.07,446.1,123.3,231.2,2080.7,21.3,366.5,3.881,37.59,35.75,0.0046,16.54,7.97,0.9,31.4
LAB-MLT-2022-00022,REC-MLT-2022-00006,Water Output,2022-01-05 12:47:06,99.98,0.01,0.01,1016.6,4.63,0.96,,-13.7,3.7096,0.581,11.07,495.7,137.0,462.3,20806.5,70.9,7330.0,3.881,0.0,0.0,0.0046,16.54,79.72,8.6,31.4
LAB-HAM-2022-00035,REC-HAM-2022-00010,Inlet,2022-01-05 22:26:58,22.37,72.35,5.28,927.1,494.89,24.94,141.7,2.3,0.0843,2.418,16.97,3.9,1.5,499.8,375.4,79.0,63.0,2.478,28.98,27.15,0.0917,49.07,188.21,39.9,44.7
LAB-HAM-2022-00036,REC-HAM-2022-00010,Mid-Process,2022-01-06 08:26:58,6.51,92.17,1.32,931.6,280.61,18.37,134.6,2.3,0.0843,2.418,16.97,3.9,1.5,499.8,375.4,79.0,63.0,2.478,37.73,35.98,0.0917,49.07,188.21,39.9,44.7
LAB-HAM-2022-00037,REC-HAM-2022-00010,Oil Output,2022-01-06 00:26:58,1.0,96.95,2.05,840.3,6.12,2.03,100.4,2.3,0.0674,1.451,16.97,3.5,1.4,249.9,37.5,23.7,3.2,2.478,41.89,39.05,0.0917,49.07,18.82,4.0,44.7
LAB-HAM-2022-00038,REC-HAM-2022-00010,Solids Output,2022-01-05 13:26:58,8.95,7.22,83.83,1276.4,,,,2.3,0.0843,2.418,16.97,3.9,1.5,499.8,375.4,79.0,63.0,2.478,2.99,2.91,0.0917,49.07,188.21,39.9,44.7
LAB-HAM-2022-00039,REC-HAM-2022-00011,Inlet,2022-01-06 14:48:23,27.49,62.56,9.95,930.1,213.62,15.84,97.2,6.7,2.0608,2.492,7.82,199.2,74.5,418.7,366.8,58.1,482.6,0.122,25.1,23.75,0.0342,10.99,17.99,48.1,47.3
LAB-HAM-2022-00040,REC-HAM-2022-00011,Mid-Process,2022-01-04 23:48:23,16.55,76.24,7.21,909.3,131.02,12.13,92.3,6.7,2.0608,2.492,7.82,199.2,74.5,418.7,366.8,58.1,482.6,0.122,32.77,31.08,0.0342,10.99,17.99,48.1,47.3
LAB-HAM-2022-00041,REC-HAM-2022-00011,Oil Output,2022-01-06 03:48:23,2.52,93.12,4.36,854.8,37.08,5.98,116.4,6.7,1.6486,1.495,7.82,179.3,67.0,209.3,36.7,17.4,24.1,0.122,39.17,37.39,0.0342,10.99,1.8,4.8,47.3
LAB-HAM-2022-00042,REC-HAM-2022-00012,Inlet,2022-01-05 21:17:47,84.39,12.2,3.41,1000.7,49.76,7.07,76.1,17.8,0.069,2.821,2.48,2.4,0.9,59.0,21562.6,9.2,16575.7,2.938,5.11,4.85,0.0418,17.02,54.48,1.4,46.3
LAB-HAM-2022-00043,REC-HAM-2022-00012,Mid-Process,2022-01-06 06:17:47,71.02,28.92,0.06,969.5,34.0,5.69,72.3,17.8,0.069,2.821,2.48,2.4,0.9,59.0,21562.6,9.2,16575.7,2.938,12.56,11.93,0.0418,17.02,54.48,1.4,46.3
LAB-HAM-2022-00044,REC-HAM-2022-00012,Oil Output,2022-01-05 09:17:47,1.78,93.91,4.31,915.0,29.59,5.25,85.0,17.8,0.0552,1.693,2.48,2.2,0.8,29.5,2156.3,2.8,828.8,2.938,39.23,36.72,0.0418,17.02,5.45,0.1,46.3
LAB-PIR-2022-00049,REC-PIR-2022-00015,Inlet,2022-01-05 08:30:48,93.16,2.37,4.47,1019.4,38.69,6.12,70.6,22.2,3.0207,2.431,8.77,319.8,90.5,59.2,29545.7,53.4,499.5,3.514,1.02,0.98,0.032,43.01,26.72,6.4,46.8
LAB-PIR-2022-00050,REC-PIR-2022-00015,Mid-Process,2022-01-06 19:30:48,84.45,13.26,2.29,1000.1,18.12,3.94,67.1,22.2,3.0207,2.431,8.77,319.8,90.5,59.2,29545.7,53.4,499.5,3.514,5.79,5.43,0.032,43.01,26.72,6.4,46.8
LAB-PIR-2022-00051,REC-PIR-2022-00015,Oil Output,2022-01-05 08:30:48,0.12,93.62,6.26,857.0,61.13,7.94,31.8,22.2,2.4166,1.459,8.77,287.8,81.5,29.6,2954.6,16.0,25.0,3.514,38.61,36.1,0.032,43.01,2.67,0.6,46.8
LAB-PIR-2022-00052,REC-PIR-2022-00016,Inlet,2022-01-05 12:46:17,94.3,3.5,2.2,1027.2,33.26,5.61,58.8,2.4,0.1967,1.445,5.85,13.5,4.7,141.8,9397.3,63.9,228.0,4.199,1.52,1.43,0.0916,12.19,74.31,8.1,22.1
LAB-PIR-2022-00053,REC-PIR-2022-00016,Mid-Process,2022-01-06 04:46:17,77.21,22.78,0.01,980.2,15.62,3.61,55.9,2.4,0.1967,1.445,5.85,13.5,4.7,141.8,9397.3,63.9,228.0,4.199,9.98,9.51,0.0916,12.19,74.31,8.1,22.1
LAB-PIR-2022-00054,REC-PIR-2022-00016,Oil Output,2022-01-06 20:46:17,1.54,96.57,1.89,903.9,53.47,7.36,80.6,2.4,0.1574,0.867,5.85,12.2,4.2,70.9,939.7,19.2,11.4,4.199,38.82,36.47,0.0916,12.19,7.43,0.8,22.1
LAB-PIR-2022-00055,REC-PIR-2022-00016,Water Output,2022-01-05 20:46:17,99.96,0.03,0.01,1005.4,1.47,1.38,,2.4,0.1967,1.445,5.85,13.5,4.7,141.8,9397.3,63.9,228.0,4.199,0.01,0.01,0.0916,12.19,74.31,8.1,22.1
LAB-GIB-2022-00022,REC-GIB-2022-00007,Inlet,2022-01-07 05:58:26,90.57,5.14,4.29,1037.5,2.35,1.09,37.9,26.8,0.0631,0.636,11.83,1.5,0.5,219.2,18511.9,22.7,21517.5,3.709,2.24,2.14,0.0144,17.91,58.4,1.1,1.6
LAB-GIB-2022-00023,REC-GIB-2022-00007,Mid-Process,2022-01-06 04:58:26,76.79,22.37,0.84,999.4,1.04,0.64,36.0,26.8,0.0631,0.636,11.83,1.5,0.5,219.2,18511.9,22.7,21517.5,3.709,9.12,8.48,0.0144,17.91,58.4,1.1,1.6
LAB-GIB-2022-00024,REC-GIB-2022-00007,Oil Output,2022-01-06 00:58:26,1.62,93.38,5.0,887.9,23.29,4.57,72.5,26.8,0.0505,0.382,11.83,1.4,0.5,109.6,1851.2,6.8,1075.9,3.709,38.9,37.0,0.0144,17.91,5.84,0.1,1.6
LAB-GIB-2022-00025,REC-GIB-2022-00008,Inlet,2022-01-07 08:04:47,88.28,9.13,2.59,1008.9,10.13,2.77,57.1,-13.4,0.4479,1.289,9.54,35.4,11.7,439.2,16605.8,69.3,349.6,1.675,3.81,3.61,0.0544,7.34,142.84,2.4,34.8
LAB-GIB-2022-00026,REC-GIB-2022-00008,Mid-Process,2022-01-07 04:04:47,72.14,27.85,0.01,960.4,5.84,1.97,54.2,-13.4,0.4479,1.289,9.54,35.4,11.7,439.2,16605.8,69.3,349.6,1.675,11.11,10.59,0.0544,7.34,142.84,2.4,34.8
LAB-GIB-2022-00027,REC-GIB-2022-00008,Oil Output,2022-01-06 08:04:47,2.63,93.61,3.76,919.0,44.36,6.62,73.5,-13.4,0.3583,0.773,9.54,31.9,10.5,219.6,1660.6,20.8,17.5,1.675,38.62,36.03,0.0544,7.34,14.28,0.2,34.8
LAB-GIB-2022-00028,REC-GIB-2022-00008,Water Output,2022-01-05 18:04:47,99.98,0.01,0.01,1013.5,1.64,1.06,,-13.4,0.4479,1.289,9.54,35.4,11.7,439.2,16605.8,69.3,349.6,1.675,0.01,0.01,0.0544,7.34,142.84,2.4,34.8
LAB-GIB-2022-00029,REC-GIB-2022-00008,Solids Output,2022-01-06 05:04:47,18.48,4.13,77.39,1249.3,,,,-13.4,0.4479,1.289,9.54,35.4,11.7,439.2,16605.8,69.3,349.6,1.675,1.75,1.67,0.0544,7.34,142.84,2.4,34.8
LAB-PIR-2022-00056,REC-PIR-2022-00017,Inlet,2022-01-06 01:29:04,16.21,81.12,2.67,948.8,159.1,13.49,80.0,15.5,0.3174,0.473,4.32,15.8,6.6,458.1,459.9,46.2,419.0,3.93,35.6,33.55,0.0647,1.29,132.48,7.5,34.6
LAB-PIR-2022-00057,REC-PIR-2022-00017,Mid-Process,2022-01-07 04:29:04,10.55,88.19,1.26,882.7,108.81,10.95,76.0,15.5,0.3174,0.473,4.32,15.8,6.6,458.1,459.9,46.2,419.0,3.93,35.46,33.4,0.0647,1.29,132.48,7.5,34.6
LAB-PIR-2022-00058,REC-PIR-2022-00017,Oil Output,2022-01-06 20:29:04,2.07,95.48,2.45,907.2,47.14,6.85,154.8,15.5,0.2539,0.284,4.32,14.2,5.9,229.1,46.0,13.9,21.0,3.93,38.99,37.03,0.0647,1.29,13.25,0.8,34.6
LAB-PIR-2022-00059,REC-PIR-2022-00017,Solids Output,2022-01-07 10:29:04,10.54,9.94,79.52,1646.3,,,,15.5,0.3174,0.473,4.32,15.8,6.6,458.1,459.9,46.2,419.0,3.93,4.26,3.69,0.0647,1.29,132.48,7.5,34.6
LAB-HAM-2022-00045,REC-HAM-2022-00013,Inlet,2022-01-05 18:32:19,41.0,38.03,20.97,1053.2,9142.76,117.0,198.7,26.8,0.4369,2.448,8.8,13.2,3.2,203.9,256.6,46.4,68.9,4.904,16.58,15.59,0.0902,18.33,92.28,13.1,192.6
LAB-HAM-2022-00046,REC-HAM-2022-00013,Mid-Process,2022-01-06 09:32:19,29.55,52.34,18.11,947.4,6005.2,93.78,188.8,26.8,0.4369,2.448,8.8,13.2,3.2,203.9,256.6,46.4,68.9,4.904,21.03,19.64,0.0902,18.33,92.28,13.1,192.6
LAB-HAM-2022-00047,REC-HAM-2022-00013,Oil Output,2022-01-05 16:32:19,0.63,93.51,5.86,861.5,33.38,5.63,100.0,26.8,0.3495,1.469,8.8,11.9,2.9,102.0,25.7,13.9,3.4,4.904,40.28,38.21,0.0902,18.33,9.23,1.3,192.6
LAB-PIR-2022-00060,REC-PIR-2022-00018,Inlet,2022-01-05 19:36:35,21.04,73.49,5.47,929.4,366.15,21.21,90.5,28.2,0.327,0.733,11.26,28.1,8.8,412.8,189.0,61.0,206.2,2.831,32.32,30.53,0.0055,8.14,171.81,8.2,24.5
LAB-PIR-2022-00061,REC-PIR-2022-00018,Mid-Process,2022-01-05 22:36:35,6.23,92.0,1.77,862.1,179.8,14.42,86.0,28.2,0.327,0.733,11.26,28.1,8.8,412.8,189.0,61.0,206.2,2.831,38.06,35.86,0.0055,8.14,171.81,8.2,24.5
LAB-PIR-2022-00062,REC-PIR-2022-00018,Oil Output,2022-01-05 21:36:35,0.3,97.96,1.74,916.7,33.16,5.61,62.6,28.2,0.2616,0.44,11.26,25.3,7.9,206.4,18.9,18.3,10.3,2.831,41.73,38.94,0.0055,8.14,17.18,0.8,24.5
LAB-PIR-2022-00063,REC-PIR-2022-00018,Water Output,2022-01-06 23:36:35,99.95,0.04,0.01,1012.4,4.87,1.81,,28.2,0.327,0.733,11.26,28.1,8.8,412.8,189.0,61.0,206.2,2.831,0.01,0.01,0.0055,8.14,171.81,8.2,24.5
LAB-HAM-2022-00048,REC-HAM-2022-00014,Inlet,2022-01-06 12:11:50,91.38,5.5,3.12,1011.7,32.66,5.56,40.5,-10.6,0.0555,1.361,10.49,4.9,1.2,436.8,10268.2,15.1,23094.6,1.448,2.3,2.2,0.0872,24.95,89.23,2.1,42.6
LAB-HAM-2022-00049,REC-HAM-2022-00014,Mid-Process,2022-01-07 16:11:50,84.18,14.5,1.32,996.0,21.02,4.3,38.5,-10.6,0.0555,1.361,10.49,4.9,1.2,436.8,10268.2,15.1,23094.6,1.448,5.84,5.47,0.0872,24.95,89.23,2.1,42.6
LAB-HAM-2022-00050,REC-HAM-2022-00014,Oil Output,2022-01-06 21:11:50,1.0,98.42,0.58,892.1,8.58,2.5,78.9,-10.6,0.0444,0.817,10.49,4.4,1.1,218.4,1026.8,4.5,1154.7,1.448,43.3,41.51,0.0872,24.95,8.92,0.2,42.6
LAB-PIR-2022-00064,REC-PIR-2022-00019,Inlet,2022-01-06 23:52:21,38.58,55.95,5.47,937.8,146.67,12.9,76.2,1.5,0.0671,1.899,16.1,4.9,1.2,105.4,59.4,74.3,422.0,3.74,23.44,22.09,0.02,43.05,144.16,30.3,28.6
LAB-PIR-2022-00065,REC-PIR-2022-00019,Mid-Process,2022-01-07 09:52:21,33.83,61.89,4.28,949.6,86.37,9.63,72.4,1.5,0.0671,1.899,16.1,4.9,1.2,105.4,59.4,74.3,422.0,3.74,25.92,24.53,0.02,43.05,144.16,30.3,28.6
LAB-PIR-2022-00066,REC-PIR-2022-00019,Oil Output,2022-01-06 13:52:21,0.39,98.31,1.3,893.4,34.73,5.76,120.8,1.5,0.0537,1.139,16.1,4.4,1.1,52.7,5.9,22.3,21.1,3.74,40.01,37.3,0.02,43.05,14.42,3.0,28.6
LAB-PIR-2022-00067,REC-PIR-2022-00019,Water Output,2022-01-05 21:52:21,99.99,0.0,0.01,1020.0,3.34,1.78,,1.5,0.0671,1.899,16.1,4.9,1.2,105.4,59.4,74.3,422.0,3.74,0.0,0.0,0.02,43.05,144.16,30.3,28.6
LAB-GIB-2022-00030,REC-GIB-2022-00009,Inlet,2022-01-07 16:03:58,97.28,2.43,0.29,1004.7,28.89,5.18,50.6,-13.1,0.4181,1.866,8.66,41.6,16.2,472.0,27903.0,72.9,15012.7,2.029,1.05,0.99,0.0284,17.63,2.1,0.5,45.9
LAB-GIB-2022-00031,REC-GIB-2022-00009,Mid-Process,2022-01-06 15:03:58,92.12,7.87,0.01,996.7,13.32,3.28,48.1,-13.1,0.4181,1.866,8.66,41.6,16.2,472.0,27903.0,72.9,15012.7,2.029,3.21,3.07,0.0284,17.63,2.1,0.5,45.9
LAB-GIB-2022-00032,REC-GIB-2022-00009,Oil Output,2022-01-07 01:03:58,1.16,93.83,5.01,910.3,45.75,6.74,42.2,-13.1,0.3345,1.12,8.66,37.4,14.6,236.0,2790.3,21.9,750.6,2.029,37.78,36.15,0.0284,17.63,0.21,0.1,45.9
LAB-HAM-2022-00051,REC-HAM-2022-00015,Inlet,2022-01-06 18:09:36,17.28,76.94,5.78,918.1,374.73,21.48,77.1,-13.7,0.458,0.311,8.9,29.6,10.3,79.4,67.3,32.8,335.6,2.983,30.96,29.49,0.0445,15.92,114.7,1.9,7.3
LAB-HAM-2022-00052,REC-HAM-2022-00015,Mid-Process,2022-01-07 11:09:36,12.38,83.06,4.56,891.4,154.52,13.28,73.2,-13.7,0.458,0.311,8.9,29.6,10.3,79.4,67.3,32.8,335.6,2.983,35.59,33.5,0.0445,15.92,114.7,1.9,7.3
LAB-HAM-2022-00053,REC-HAM-2022-00015,Oil Output,2022-01-06 00:09:36,0.33,97.52,2.15,912.1,41.38,6.36,152.7,-13.7,0.3664,0.187,8.9,26.6,9.3,39.7,6.7,9.8,16.8,2.983,40.87,38.96,0.0445,15.92,11.47,0.2,7.3
LAB-PIR-2022-00068,REC-PIR-2022-00020,Inlet,2022-01-07 02:10:53,23.24,38.86,37.9,1079.3,8947.0,115.67,83.2,-12.7,0.391,1.241,6.03,29.7,8.3,377.7,192.3,18.6,54.8,4.754,16.01,15.34,0.0459,20.34,35.17,45.8,165.6
LAB-PIR-2022-00069,REC-PIR-2022-00020,Mid-Process,2022-01-07 06:10:53,14.51,53.74,31.75,1022.0,5965.56,93.46,79.0,-12.7,0.391,1.241,6.03,29.7,8.3,377.7,192.3,18.6,54.8,4.754,21.6,20.38,0.0459,20.34,35.17,45.8,165.6
LAB-PIR-2022-00070,REC-PIR-2022-00020,Oil Output,2022-01-06 23:10:53,0.13,95.89,3.98,888.6,5.43,1.88,122.9,-12.7,0.3128,0.745,6.03,26.7,7.5,188.8,19.2,5.6,2.7,4.754,38.64,36.53,0.0459,20.34,3.52,4.6,165.6
LAB-GIB-2022-00033,REC-GIB-2022-00010,Inlet,2022-01-06 13:14:23,37.14,30.81,32.05,1048.0,14313.23,148.07,141.3,-14.5,0.0968,2.965,5.47,4.9,1.9,78.6,265.5,70.1,221.2,0.889,13.05,12.28,0.0605,20.1,28.57,9.9,48.5
LAB-GIB-2022-00034,REC-GIB-2022-00010,Mid-Process,2022-01-07 03:14:23,27.22,43.22,29.56,1058.3,7536.13,105.69,134.2,-14.5,0.0968,2.965,5.47,4.9,1.9,78.6,265.5,70.1,221.2,0.889,18.11,17.09,0.0605,20.1,28.57,9.9,48.5
LAB-GIB-2022-00035,REC-GIB-2022-00010,Oil Output,2022-01-06 06:14:23,2.02,97.26,0.72,910.9,13.22,3.26,211.3,-14.5,0.0774,1.779,5.47,4.4,1.7,39.3,26.6,21.0,11.1,0.889,42.15,39.8,0.0605,20.1,2.86,1.0,48.5
LAB-MLT-2022-00023,REC-MLT-2022-00007,Inlet,2022-01-07 04:24:56,5.36,88.97,5.67,878.3,493.49,24.9,136.1,-0.3,2.3031,1.463,2.69,443.7,125.8,179.0,81.4,73.9,56.6,1.13,38.97,36.44,0.0545,23.12,88.14,1.1,13.2
LAB-MLT-2022-00024,REC-MLT-2022-00007,Mid-Process,2022-01-06 17:24:56,0.5,99.0,0.5,850.8,275.35,18.18,129.3,-0.3,2.3031,1.463,2.69,443.7,125.8,179.0,81.4,73.9,56.6,1.13,41.85,39.99,0.0545,23.12,88.14,1.1,13.2
